#Do not add/remove/switch place of any lines or columns!;;;;;;;;;;;
#_POLICY_DEMOCRATIC_;1 – Authoritarian;2;3;4;5;6;7;8;9;10 - Democratic;x
CAN_ALLY_WHILE_AT_PEACE;0;0;0;0;0;0;0;0;0;0;x
CAN_ADD_CLAIMS_TO_NEUTRALS;0;0;0;0;0;0;0;0;0;0;x
CAN_DEMAND_CLAIMS;0;0;0;0;0;0;0;0;0;0;x
CAN_BREAK_NAP;0;0;0;0;0;0;0;0;0;0;x
CAN_GUARANTEE;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_ORG;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_GEARING_BONUS;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_CG_DEMAND;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_DISSENT_SPEED;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_UPGRADE_COST;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_UPGRADE_TIME;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_TECH_TEAM_SALARIES;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_RESEARCH_TIME;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_PARTISAN_RISK;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_DOW_DISSENT_COST;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_TOTAL_IC;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_CG_TO_MONEY;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_RESOURCE_PROD;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_PRODUCTION_TIME;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_PRODUCTION_COST;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_NATIONAL_DISSENT;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_OCCUPIED_DISSENT;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_COUNTER_INTEL - used for units detection;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_MP_EXPERIENCE;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_MP_GROWTH;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_DIPLO_COST;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_INTEL_COST;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_INTEL_MAINTENANCE;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_REL_NORMALIZATION: applied each 6th day;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_STOCKPILES;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_USE_BELLIGERENCE_FOR_DOW;0;0;1;1;1;1;1;1;1;1;x
MODIFIER_BELLIGERENCE_DOW;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_RELATIONSHIPS_DOW;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_COUNTERINTELLIGENCE - added to home intell;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_INTELLIGENCE - used as extra spy level in distance calcs;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_DISSENT_ON_RELEASE;0;0;0;0;0;0;0;0;0;0;x
MANUAL_OR_ BY_INFLUENCE _MOVES;2;(-1 – disable just manual slider moves, 0 – no slider moves are possible except by events, 1 – manual slider moves are allowed too, 2 – moves by Influence are allowed too)  ;;;;;;;;;x
#;;;;;;;;;;;x
#_POLICY_POLITICAL_LEFT_;1 - Political Right;2;3;4;5;6;7;8;9;10 - Political Left;x
CAN_ALLY_WHILE_AT_PEACE;0;0;0;0;0;0;0;0;0;0;x
CAN_ADD_CLAIMS_TO_NEUTRALS;0;0;0;0;0;0;0;0;0;0;x
CAN_DEMAND_CLAIMS;0;0;0;0;0;0;0;0;0;0;x
CAN_BREAK_NAP;0;0;0;0;0;0;0;0;0;0;x
CAN_GUARANTEE;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_ORG;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_GEARING_BONUS;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_CG_DEMAND;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_DISSENT_SPEED;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_UPGRADE_COST;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_UPGRADE_TIME;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_TECH_TEAM_SALARIES;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_RESEARCH_TIME;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_PARTISAN_RISK;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_DOW_DISSENT_COST;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_TOTAL_IC;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_CG_TO_MONEY;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_RESOURCE_PROD;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_PRODUCTION_TIME;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_PRODUCTION_COST;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_NATIONAL_DISSENT;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_OCCUPIED_DISSENT;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_COUNTER_INTEL - used for units detection;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_MP_EXPERIENCE;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_MP_GROWTH;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_DIPLO_COST;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_INTEL_COST;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_INTEL_MAINTENANCE;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_REL_NORMALIZATION: applied each 6th day;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_STOCKPILES;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_USE_BELLIGERENCE_FOR_DOW;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_BELLIGERENCE_DOW;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_RELATIONSHIPS_DOW;0;0;0;0;0;0;0;0;0;0;x
MODIFIER_COUNTERINTELLIGENCE - added to home intell;0;0;0;0;0;0;0;0;0;0;x
